"measuring","weather station","month","time","Air temperature"
"Maximum temperature","Tasiilaq (Kulusuk)","March","2008",2.9
"Maximum temperature","Tasiilaq (Kulusuk)","March","2009",4.5
"Maximum temperature","Tasiilaq (Kulusuk)","March","2010",5.0
"Maximum temperature","Tasiilaq (Kulusuk)","March","2011",5.8
"Maximum temperature","Tasiilaq (Kulusuk)","March","2012",8.5
"Maximum temperature","Tasiilaq (Kulusuk)","March","2013",3.5
"Maximum temperature","Tasiilaq (Kulusuk)","March","2014",1.7
"Maximum temperature","Tasiilaq (Kulusuk)","March","2015",3.3
"Maximum temperature","Tasiilaq (Kulusuk)","March","2016",4.7
"Maximum temperature","Tasiilaq (Kulusuk)","March","2017",1.2
"Maximum temperature","Tasiilaq (Kulusuk)","March","2018",3.6
"Maximum temperature","Tasiilaq (Kulusuk)","March","2019",-1.5
"Maximum temperature","Tasiilaq (Kulusuk)","March","2020",3.2
"Maximum temperature","Tasiilaq (Kulusuk)","March","2021",4.2
"Maximum temperature","Tasiilaq (Kulusuk)","April","1993",0.5
"Maximum temperature","Tasiilaq (Kulusuk)","April","1994",1.9
"Maximum temperature","Tasiilaq (Kulusuk)","April","1995",4.0
"Maximum temperature","Tasiilaq (Kulusuk)","April","1996",8.7
"Maximum temperature","Tasiilaq (Kulusuk)","April","1997",2.3
"Maximum temperature","Tasiilaq (Kulusuk)","April","1998",4.8
"Maximum temperature","Tasiilaq (Kulusuk)","April","1999",3.3
"Maximum temperature","Tasiilaq (Kulusuk)","April","2000",4.6
"Maximum temperature","Tasiilaq (Kulusuk)","April","2001",2.7
"Maximum temperature","Tasiilaq (Kulusuk)","April","2002",1.2
"Maximum temperature","Tasiilaq (Kulusuk)","April","2003",6.5
"Maximum temperature","Tasiilaq (Kulusuk)","April","2004",...
"Maximum temperature","Tasiilaq (Kulusuk)","April","2005",...
"Maximum temperature","Tasiilaq (Kulusuk)","April","2006",6.8
"Maximum temperature","Tasiilaq (Kulusuk)","April","2007",6.2
"Maximum temperature","Tasiilaq (Kulusuk)","April","2008",7.9
"Maximum temperature","Tasiilaq (Kulusuk)","April","2009",6.0
"Maximum temperature","Tasiilaq (Kulusuk)","April","2010",...
"Maximum temperature","Tasiilaq (Kulusuk)","April","2011",4.3
"Maximum temperature","Tasiilaq (Kulusuk)","April","2012",5.9
"Maximum temperature","Tasiilaq (Kulusuk)","April","2013",3.2
"Maximum temperature","Tasiilaq (Kulusuk)","April","2014",...
"Maximum temperature","Tasiilaq (Kulusuk)","April","2015",4.0
"Maximum temperature","Tasiilaq (Kulusuk)","April","2016",9.6
"Maximum temperature","Tasiilaq (Kulusuk)","April","2017",5.3
"Maximum temperature","Tasiilaq (Kulusuk)","April","2018",6.3
"Maximum temperature","Tasiilaq (Kulusuk)","April","2019",7.9
"Maximum temperature","Tasiilaq (Kulusuk)","April","2020",6.6
"Maximum temperature","Tasiilaq (Kulusuk)","April","2021",6.3
"Maximum temperature","Tasiilaq (Kulusuk)","May","1993",3.1
"Maximum temperature","Tasiilaq (Kulusuk)","May","1994",6.6
"Maximum temperature","Tasiilaq (Kulusuk)","May","1995",15.3
"Maximum temperature","Tasiilaq (Kulusuk)","May","1996",3.8
"Maximum temperature","Tasiilaq (Kulusuk)","May","1997",4.2
"Maximum temperature","Tasiilaq (Kulusuk)","May","1998",6.6
"Maximum temperature","Tasiilaq (Kulusuk)","May","1999",7.2
"Maximum temperature","Tasiilaq (Kulusuk)","May","2000",6.8
"Maximum temperature","Tasiilaq (Kulusuk)","May","2001",8.8
"Maximum temperature","Tasiilaq (Kulusuk)","May","2002",4.3
"Maximum temperature","Tasiilaq (Kulusuk)","May","2003",9.8
"Maximum temperature","Tasiilaq (Kulusuk)","May","2004",...
"Maximum temperature","Tasiilaq (Kulusuk)","May","2005",...
"Maximum temperature","Tasiilaq (Kulusuk)","May","2006",10.8
"Maximum temperature","Tasiilaq (Kulusuk)","May","2007",6.6
"Maximum temperature","Tasiilaq (Kulusuk)","May","2008",8.1
"Maximum temperature","Tasiilaq (Kulusuk)","May","2009",11.3
"Maximum temperature","Tasiilaq (Kulusuk)","May","2010",...
"Maximum temperature","Tasiilaq (Kulusuk)","May","2011",8.4
"Maximum temperature","Tasiilaq (Kulusuk)","May","2012",12.0
"Maximum temperature","Tasiilaq (Kulusuk)","May","2013",8.6
"Maximum temperature","Tasiilaq (Kulusuk)","May","2014",8.3
"Maximum temperature","Tasiilaq (Kulusuk)","May","2015",9.5
"Maximum temperature","Tasiilaq (Kulusuk)","May","2016",8.7
"Maximum temperature","Tasiilaq (Kulusuk)","May","2017",13.9
"Maximum temperature","Tasiilaq (Kulusuk)","May","2018",4.9
"Maximum temperature","Tasiilaq (Kulusuk)","May","2019",7.1
"Maximum temperature","Tasiilaq (Kulusuk)","May","2020",9.8
"Maximum temperature","Tasiilaq (Kulusuk)","May","2021",7.6
"Maximum temperature","Tasiilaq (Kulusuk)","June","1993",6.1
"Maximum temperature","Tasiilaq (Kulusuk)","June","1994",11.2
"Maximum temperature","Tasiilaq (Kulusuk)","June","1995",19.0
"Maximum temperature","Tasiilaq (Kulusuk)","June","1996",9.5
"Maximum temperature","Tasiilaq (Kulusuk)","June","1997",12.3
"Maximum temperature","Tasiilaq (Kulusuk)","June","1998",7.7
"Maximum temperature","Tasiilaq (Kulusuk)","June","1999",8.6
"Maximum temperature","Tasiilaq (Kulusuk)","June","2000",9.2
"Maximum temperature","Tasiilaq (Kulusuk)","June","2001",8.1
"Maximum temperature","Tasiilaq (Kulusuk)","June","2002",10.1
"Maximum temperature","Tasiilaq (Kulusuk)","June","2003",15.1
"Maximum temperature","Tasiilaq (Kulusuk)","June","2004",...
"Maximum temperature","Tasiilaq (Kulusuk)","June","2005",...
"Maximum temperature","Tasiilaq (Kulusuk)","June","2006",17.6
"Maximum temperature","Tasiilaq (Kulusuk)","June","2007",13.8
"Maximum temperature","Tasiilaq (Kulusuk)","June","2008",19.0
"Maximum temperature","Tasiilaq (Kulusuk)","June","2009",11.1
"Maximum temperature","Tasiilaq (Kulusuk)","June","2010",18.2
"Maximum temperature","Tasiilaq (Kulusuk)","June","2011",15.8
"Maximum temperature","Tasiilaq (Kulusuk)","June","2012",10.8
"Maximum temperature","Tasiilaq (Kulusuk)","June","2013",9.5
"Maximum temperature","Tasiilaq (Kulusuk)","June","2014",11.2
"Maximum temperature","Tasiilaq (Kulusuk)","June","2015",13.5
"Maximum temperature","Tasiilaq (Kulusuk)","June","2016",12.5
"Maximum temperature","Tasiilaq (Kulusuk)","June","2017",12.4
"Maximum temperature","Tasiilaq (Kulusuk)","June","2018",7.1
"Maximum temperature","Tasiilaq (Kulusuk)","June","2019",11.9
"Maximum temperature","Tasiilaq (Kulusuk)","June","2020",13.6
"Maximum temperature","Tasiilaq (Kulusuk)","June","2021",15.7
"Maximum temperature","Tasiilaq (Kulusuk)","July","1993",10.1
"Maximum temperature","Tasiilaq (Kulusuk)","July","1994",11.3
"Maximum temperature","Tasiilaq (Kulusuk)","July","1995",25.2
"Maximum temperature","Tasiilaq (Kulusuk)","July","1996",10.2
"Maximum temperature","Tasiilaq (Kulusuk)","July","1997",8.8
"Maximum temperature","Tasiilaq (Kulusuk)","July","1998",11.9
"Maximum temperature","Tasiilaq (Kulusuk)","July","1999",9.7
"Maximum temperature","Tasiilaq (Kulusuk)","July","2000",10.9
"Maximum temperature","Tasiilaq (Kulusuk)","July","2001",9.6
"Maximum temperature","Tasiilaq (Kulusuk)","July","2002",10.0
"Maximum temperature","Tasiilaq (Kulusuk)","July","2003",15.8
"Maximum temperature","Tasiilaq (Kulusuk)","July","2004",...
"Maximum temperature","Tasiilaq (Kulusuk)","July","2005",...
"Maximum temperature","Tasiilaq (Kulusuk)","July","2006",14.5
"Maximum temperature","Tasiilaq (Kulusuk)","July","2007",11.8
"Maximum temperature","Tasiilaq (Kulusuk)","July","2008",18.6
"Maximum temperature","Tasiilaq (Kulusuk)","July","2009",18.2
"Maximum temperature","Tasiilaq (Kulusuk)","July","2010",15.6
"Maximum temperature","Tasiilaq (Kulusuk)","July","2011",15.5
"Maximum temperature","Tasiilaq (Kulusuk)","July","2012",18.5
"Maximum temperature","Tasiilaq (Kulusuk)","July","2013",17.3
"Maximum temperature","Tasiilaq (Kulusuk)","July","2014",14.0
"Maximum temperature","Tasiilaq (Kulusuk)","July","2015",16.9
"Maximum temperature","Tasiilaq (Kulusuk)","July","2016",16.2
"Maximum temperature","Tasiilaq (Kulusuk)","July","2017",17.0
"Maximum temperature","Tasiilaq (Kulusuk)","July","2018",16.7
"Maximum temperature","Tasiilaq (Kulusuk)","July","2019",15.2
"Maximum temperature","Tasiilaq (Kulusuk)","July","2020",15.7
"Maximum temperature","Tasiilaq (Kulusuk)","July","2021",14.9
"Maximum temperature","Tasiilaq (Kulusuk)","August","1993",9.0
"Maximum temperature","Tasiilaq (Kulusuk)","August","1994",9.9
"Maximum temperature","Tasiilaq (Kulusuk)","August","1995",13.5
"Maximum temperature","Tasiilaq (Kulusuk)","August","1996",9.3
"Maximum temperature","Tasiilaq (Kulusuk)","August","1997",10.9
"Maximum temperature","Tasiilaq (Kulusuk)","August","1998",10.4
"Maximum temperature","Tasiilaq (Kulusuk)","August","1999",11.6
"Maximum temperature","Tasiilaq (Kulusuk)","August","2000",9.2
"Maximum temperature","Tasiilaq (Kulusuk)","August","2001",9.0
"Maximum temperature","Tasiilaq (Kulusuk)","August","2002",8.8
"Maximum temperature","Tasiilaq (Kulusuk)","August","2003",18.9
"Maximum temperature","Tasiilaq (Kulusuk)","August","2004",...
"Maximum temperature","Tasiilaq (Kulusuk)","August","2005",...
"Maximum temperature","Tasiilaq (Kulusuk)","August","2006",19.4
"Maximum temperature","Tasiilaq (Kulusuk)","August","2007",11.0
"Maximum temperature","Tasiilaq (Kulusuk)","August","2008",15.1
"Maximum temperature","Tasiilaq (Kulusuk)","August","2009",14.8
"Maximum temperature","Tasiilaq (Kulusuk)","August","2010",16.8
"Maximum temperature","Tasiilaq (Kulusuk)","August","2011",15.4
"Maximum temperature","Tasiilaq (Kulusuk)","August","2012",16.8
"Maximum temperature","Tasiilaq (Kulusuk)","August","2013",11.9
"Maximum temperature","Tasiilaq (Kulusuk)","August","2014",16.9
"Maximum temperature","Tasiilaq (Kulusuk)","August","2015",13.9
"Maximum temperature","Tasiilaq (Kulusuk)","August","2016",13.5
"Maximum temperature","Tasiilaq (Kulusuk)","August","2017",16.3
"Maximum temperature","Tasiilaq (Kulusuk)","August","2018",14.2
"Maximum temperature","Tasiilaq (Kulusuk)","August","2019",12.8
"Maximum temperature","Tasiilaq (Kulusuk)","August","2020",13.7
"Maximum temperature","Tasiilaq (Kulusuk)","August","2021",20.1
"Maximum temperature","Tasiilaq (Kulusuk)","September","1993",6.6
"Maximum temperature","Tasiilaq (Kulusuk)","September","1994",6.9
"Maximum temperature","Tasiilaq (Kulusuk)","September","1995",11.8
"Maximum temperature","Tasiilaq (Kulusuk)","September","1996",8.2
"Maximum temperature","Tasiilaq (Kulusuk)","September","1997",7.9
"Maximum temperature","Tasiilaq (Kulusuk)","September","1998",11.3
"Maximum temperature","Tasiilaq (Kulusuk)","September","1999",6.8
"Maximum temperature","Tasiilaq (Kulusuk)","September","2000",9.8
"Maximum temperature","Tasiilaq (Kulusuk)","September","2001",7.7
"Maximum temperature","Tasiilaq (Kulusuk)","September","2002",7.9
"Maximum temperature","Tasiilaq (Kulusuk)","September","2003",13.4
"Maximum temperature","Tasiilaq (Kulusuk)","September","2004",...
"Maximum temperature","Tasiilaq (Kulusuk)","September","2005",...
"Maximum temperature","Tasiilaq (Kulusuk)","September","2006",10.1
"Maximum temperature","Tasiilaq (Kulusuk)","September","2007",8.2
"Maximum temperature","Tasiilaq (Kulusuk)","September","2008",13.1
"Maximum temperature","Tasiilaq (Kulusuk)","September","2009",10.8
"Maximum temperature","Tasiilaq (Kulusuk)","September","2010",...
"Maximum temperature","Tasiilaq (Kulusuk)","September","2011",...
"Maximum temperature","Tasiilaq (Kulusuk)","September","2012",11.0
"Maximum temperature","Tasiilaq (Kulusuk)","September","2013",8.8
"Maximum temperature","Tasiilaq (Kulusuk)","September","2014",9.9
"Maximum temperature","Tasiilaq (Kulusuk)","September","2015",10.4
"Maximum temperature","Tasiilaq (Kulusuk)","September","2016",10.6
"Maximum temperature","Tasiilaq (Kulusuk)","September","2017",14.8
"Maximum temperature","Tasiilaq (Kulusuk)","September","2018",9.0
"Maximum temperature","Tasiilaq (Kulusuk)","September","2019",10.8
"Maximum temperature","Tasiilaq (Kulusuk)","September","2020",7.2
"Maximum temperature","Tasiilaq (Kulusuk)","September","2021",10.1
"Maximum temperature","Tasiilaq (Kulusuk)","October","1993",2.7
"Maximum temperature","Tasiilaq (Kulusuk)","October","1994",-2.9
"Maximum temperature","Tasiilaq (Kulusuk)","October","1995",6.4
"Maximum temperature","Tasiilaq (Kulusuk)","October","1996",5.7
"Maximum temperature","Tasiilaq (Kulusuk)","October","1997",6.0
"Maximum temperature","Tasiilaq (Kulusuk)","October","1998",3.9
"Maximum temperature","Tasiilaq (Kulusuk)","October","1999",6.6
"Maximum temperature","Tasiilaq (Kulusuk)","October","2000",5.0
"Maximum temperature","Tasiilaq (Kulusuk)","October","2001",3.5
"Maximum temperature","Tasiilaq (Kulusuk)","October","2002",3.4
"Maximum temperature","Tasiilaq (Kulusuk)","October","2003",9.9
"Maximum temperature","Tasiilaq (Kulusuk)","October","2004",...
"Maximum temperature","Tasiilaq (Kulusuk)","October","2005",...
"Maximum temperature","Tasiilaq (Kulusuk)","October","2006",9.1
"Maximum temperature","Tasiilaq (Kulusuk)","October","2007",4.7
"Maximum temperature","Tasiilaq (Kulusuk)","October","2008",11.6
"Maximum temperature","Tasiilaq (Kulusuk)","October","2009",6.1
"Maximum temperature","Tasiilaq (Kulusuk)","October","2010",13.5
"Maximum temperature","Tasiilaq (Kulusuk)","October","2011",6.0
"Maximum temperature","Tasiilaq (Kulusuk)","October","2012",8.9
"Maximum temperature","Tasiilaq (Kulusuk)","October","2013",7.5
"Maximum temperature","Tasiilaq (Kulusuk)","October","2014",6.3
"Maximum temperature","Tasiilaq (Kulusuk)","October","2015",7.4
"Maximum temperature","Tasiilaq (Kulusuk)","October","2016",9.0
"Maximum temperature","Tasiilaq (Kulusuk)","October","2017",13.4
"Maximum temperature","Tasiilaq (Kulusuk)","October","2018",4.6
"Maximum temperature","Tasiilaq (Kulusuk)","October","2019",8.6
"Maximum temperature","Tasiilaq (Kulusuk)","October","2020",10.1
"Maximum temperature","Tasiilaq (Kulusuk)","October","2021",10.3
"Maximum temperature","Tasiilaq (Kulusuk)","November","1993",-0.4
"Maximum temperature","Tasiilaq (Kulusuk)","November","1994",-4.0
"Maximum temperature","Tasiilaq (Kulusuk)","November","1995",9.2
"Maximum temperature","Tasiilaq (Kulusuk)","November","1996",1.4
"Maximum temperature","Tasiilaq (Kulusuk)","November","1997",6.5
"Maximum temperature","Tasiilaq (Kulusuk)","November","1998",3.7
"Maximum temperature","Tasiilaq (Kulusuk)","November","1999",4.4
"Maximum temperature","Tasiilaq (Kulusuk)","November","2000",2.9
"Maximum temperature","Tasiilaq (Kulusuk)","November","2001",2.1
"Maximum temperature","Tasiilaq (Kulusuk)","November","2002",3.1
"Maximum temperature","Tasiilaq (Kulusuk)","November","2003",8.2
"Maximum temperature","Tasiilaq (Kulusuk)","November","2004",...
"Maximum temperature","Tasiilaq (Kulusuk)","November","2005",...
"Maximum temperature","Tasiilaq (Kulusuk)","November","2006",6.3
"Maximum temperature","Tasiilaq (Kulusuk)","November","2007",0.3
"Maximum temperature","Tasiilaq (Kulusuk)","November","2008",4.5
"Maximum temperature","Tasiilaq (Kulusuk)","November","2009",6.8
"Maximum temperature","Tasiilaq (Kulusuk)","November","2010",5.9
"Maximum temperature","Tasiilaq (Kulusuk)","November","2011",7.6
"Maximum temperature","Tasiilaq (Kulusuk)","November","2012",7.6
"Maximum temperature","Tasiilaq (Kulusuk)","November","2013",2.6
"Maximum temperature","Tasiilaq (Kulusuk)","November","2014",4.4
"Maximum temperature","Tasiilaq (Kulusuk)","November","2015",12.9
"Maximum temperature","Tasiilaq (Kulusuk)","November","2016",3.9
"Maximum temperature","Tasiilaq (Kulusuk)","November","2017",3.9
"Maximum temperature","Tasiilaq (Kulusuk)","November","2018",5.4
"Maximum temperature","Tasiilaq (Kulusuk)","November","2019",4.8
"Maximum temperature","Tasiilaq (Kulusuk)","November","2020",2.0
"Maximum temperature","Tasiilaq (Kulusuk)","November","2021",3.1
"Maximum temperature","Tasiilaq (Kulusuk)","December","1993",-3.8
"Maximum temperature","Tasiilaq (Kulusuk)","December","1994",-1.3
"Maximum temperature","Tasiilaq (Kulusuk)","December","1995",8.2
"Maximum temperature","Tasiilaq (Kulusuk)","December","1996",1.4
"Maximum temperature","Tasiilaq (Kulusuk)","December","1997",3.2
"Maximum temperature","Tasiilaq (Kulusuk)","December","1998",6.2
"Maximum temperature","Tasiilaq (Kulusuk)","December","1999",2.2
"Maximum temperature","Tasiilaq (Kulusuk)","December","2000",0.1
"Maximum temperature","Tasiilaq (Kulusuk)","December","2001",5.5
"Maximum temperature","Tasiilaq (Kulusuk)","December","2002",1.1
"Maximum temperature","Tasiilaq (Kulusuk)","December","2003",2.4
"Maximum temperature","Tasiilaq (Kulusuk)","December","2004",...
"Maximum temperature","Tasiilaq (Kulusuk)","December","2005",...
"Maximum temperature","Tasiilaq (Kulusuk)","December","2006",5.7
"Maximum temperature","Tasiilaq (Kulusuk)","December","2007",1.0
"Maximum temperature","Tasiilaq (Kulusuk)","December","2008",3.2
"Maximum temperature","Tasiilaq (Kulusuk)","December","2009",9.5
"Maximum temperature","Tasiilaq (Kulusuk)","December","2010",12.6
"Maximum temperature","Tasiilaq (Kulusuk)","December","2011",1.4
"Maximum temperature","Tasiilaq (Kulusuk)","December","2012",5.9
"Maximum temperature","Tasiilaq (Kulusuk)","December","2013",...
"Maximum temperature","Tasiilaq (Kulusuk)","December","2014",2.1
"Maximum temperature","Tasiilaq (Kulusuk)","December","2015",3.3
"Maximum temperature","Tasiilaq (Kulusuk)","December","2016",4.7
"Maximum temperature","Tasiilaq (Kulusuk)","December","2017",2.5
"Maximum temperature","Tasiilaq (Kulusuk)","December","2018",5.6
"Maximum temperature","Tasiilaq (Kulusuk)","December","2019",1.6
"Maximum temperature","Tasiilaq (Kulusuk)","December","2020",4.8
"Maximum temperature","Tasiilaq (Kulusuk)","December","2021",5.2
"Maximum temperature","Ittoqqortoormiit","January","1993",...
"Maximum temperature","Ittoqqortoormiit","January","1994",-5.5
"Maximum temperature","Ittoqqortoormiit","January","1995",-2.2
"Maximum temperature","Ittoqqortoormiit","January","1996",-2.0
"Maximum temperature","Ittoqqortoormiit","January","1997",-2.2
"Maximum temperature","Ittoqqortoormiit","January","1998",-0.7
"Maximum temperature","Ittoqqortoormiit","January","1999",-3.6
"Maximum temperature","Ittoqqortoormiit","January","2000",-2.5
"Maximum temperature","Ittoqqortoormiit","January","2001",-3.3
"Maximum temperature","Ittoqqortoormiit","January","2002",-10.6
"Maximum temperature","Ittoqqortoormiit","January","2003",-4.7
"Maximum temperature","Ittoqqortoormiit","January","2004",...
"Maximum temperature","Ittoqqortoormiit","January","2005",...
"Maximum temperature","Ittoqqortoormiit","January","2006",2.6
"Maximum temperature","Ittoqqortoormiit","January","2007",1.8
"Maximum temperature","Ittoqqortoormiit","January","2008",-1.3
"Maximum temperature","Ittoqqortoormiit","January","2009",-1.0
"Maximum temperature","Ittoqqortoormiit","January","2010",2.4
"Maximum temperature","Ittoqqortoormiit","January","2011",5.7
"Maximum temperature","Ittoqqortoormiit","January","2012",0.3
"Maximum temperature","Ittoqqortoormiit","January","2013",-4.3
"Maximum temperature","Ittoqqortoormiit","January","2014",0.5
"Maximum temperature","Ittoqqortoormiit","January","2015",-1.2
"Maximum temperature","Ittoqqortoormiit","January","2016",-1.9
"Maximum temperature","Ittoqqortoormiit","January","2017",3.4
"Maximum temperature","Ittoqqortoormiit","January","2018",-3.1
"Maximum temperature","Ittoqqortoormiit","January","2019",-0.5
"Maximum temperature","Ittoqqortoormiit","January","2020",-3.1
"Maximum temperature","Ittoqqortoormiit","January","2021",-5.4
"Maximum temperature","Ittoqqortoormiit","February","1993",...
"Maximum temperature","Ittoqqortoormiit","February","1994",-2.3
"Maximum temperature","Ittoqqortoormiit","February","1995",-5.2
"Maximum temperature","Ittoqqortoormiit","February","1996",-1.3
"Maximum temperature","Ittoqqortoormiit","February","1997",...
"Maximum temperature","Ittoqqortoormiit","February","1998",-6.6
"Maximum temperature","Ittoqqortoormiit","February","1999",-1.4
"Maximum temperature","Ittoqqortoormiit","February","2000",-3.2
"Maximum temperature","Ittoqqortoormiit","February","2001",-0.4
"Maximum temperature","Ittoqqortoormiit","February","2002",-13.4
"Maximum temperature","Ittoqqortoormiit","February","2003",-1.7
"Maximum temperature","Ittoqqortoormiit","February","2004",...
"Maximum temperature","Ittoqqortoormiit","February","2005",...
"Maximum temperature","Ittoqqortoormiit","February","2006",4.8
"Maximum temperature","Ittoqqortoormiit","February","2007",-2.0
"Maximum temperature","Ittoqqortoormiit","February","2008",0.1
"Maximum temperature","Ittoqqortoormiit","February","2009",-3.1
"Maximum temperature","Ittoqqortoormiit","February","2010",-5.9
"Maximum temperature","Ittoqqortoormiit","February","2011",0.6
"Maximum temperature","Ittoqqortoormiit","February","2012",0.2
"Maximum temperature","Ittoqqortoormiit","February","2013",-2.9
"Maximum temperature","Ittoqqortoormiit","February","2014",-0.9
"Maximum temperature","Ittoqqortoormiit","February","2015",0.7
"Maximum temperature","Ittoqqortoormiit","February","2016",-3.2
"Maximum temperature","Ittoqqortoormiit","February","2017",4.0
"Maximum temperature","Ittoqqortoormiit","February","2018",4.1
"Maximum temperature","Ittoqqortoormiit","February","2019",-2.4
"Maximum temperature","Ittoqqortoormiit","February","2020",-4.3
"Maximum temperature","Ittoqqortoormiit","February","2021",0.2
"Maximum temperature","Ittoqqortoormiit","March","1993",...
"Maximum temperature","Ittoqqortoormiit","March","1994",-2.9
"Maximum temperature","Ittoqqortoormiit","March","1995",-2.5
"Maximum temperature","Ittoqqortoormiit","March","1996",0.7
"Maximum temperature","Ittoqqortoormiit","March","1997",-2.6
"Maximum temperature","Ittoqqortoormiit","March","1998",-5.3
"Maximum temperature","Ittoqqortoormiit","March","1999",-3.4
"Maximum temperature","Ittoqqortoormiit","March","2000",-7.7
"Maximum temperature","Ittoqqortoormiit","March","2001",-9.7
"Maximum temperature","Ittoqqortoormiit","March","2002",-11.7
"Maximum temperature","Ittoqqortoormiit","March","2003",5.5
"Maximum temperature","Ittoqqortoormiit","March","2004",...
"Maximum temperature","Ittoqqortoormiit","March","2005",...
"Maximum temperature","Ittoqqortoormiit","March","2006",-3.1
"Maximum temperature","Ittoqqortoormiit","March","2007",-2.5
"Maximum temperature","Ittoqqortoormiit","March","2008",-3.2
"Maximum temperature","Ittoqqortoormiit","March","2009",-6.4
"Maximum temperature","Ittoqqortoormiit","March","2010",-6.8
"Maximum temperature","Ittoqqortoormiit","March","2011",-0.6
"Maximum temperature","Ittoqqortoormiit","March","2012",2.3
"Maximum temperature","Ittoqqortoormiit","March","2013",-3.1
"Maximum temperature","Ittoqqortoormiit","March","2014",-1.1
"Maximum temperature","Ittoqqortoormiit","March","2015",1.5
"Maximum temperature","Ittoqqortoormiit","March","2016",1.2
"Maximum temperature","Ittoqqortoormiit","March","2017",2.9
"Maximum temperature","Ittoqqortoormiit","March","2018",-2.2
"Maximum temperature","Ittoqqortoormiit","March","2019",-10.3
"Maximum temperature","Ittoqqortoormiit","March","2020",-4.6
"Maximum temperature","Ittoqqortoormiit","March","2021",6.5
"Maximum temperature","Ittoqqortoormiit","April","1993",...
"Maximum temperature","Ittoqqortoormiit","April","1994",-1.8
"Maximum temperature","Ittoqqortoormiit","April","1995",0.2
"Maximum temperature","Ittoqqortoormiit","April","1996",0.5
"Maximum temperature","Ittoqqortoormiit","April","1997",...
"Maximum temperature","Ittoqqortoormiit","April","1998",-0.9
"Maximum temperature","Ittoqqortoormiit","April","1999",-0.5
"Maximum temperature","Ittoqqortoormiit","April","2000",-2.0
"Maximum temperature","Ittoqqortoormiit","April","2001",-8.0
"Maximum temperature","Ittoqqortoormiit","April","2002",-5.3
"Maximum temperature","Ittoqqortoormiit","April","2003",6.4
"Maximum temperature","Ittoqqortoormiit","April","2004",...
"Maximum temperature","Ittoqqortoormiit","April","2005",...
"Maximum temperature","Ittoqqortoormiit","April","2006",6.5
"Maximum temperature","Ittoqqortoormiit","April","2007",1.7
"Maximum temperature","Ittoqqortoormiit","April","2008",3.4
"Maximum temperature","Ittoqqortoormiit","April","2009",-1.0
"Maximum temperature","Ittoqqortoormiit","April","2010",...
"Maximum temperature","Ittoqqortoormiit","April","2011",3.2
"Maximum temperature","Ittoqqortoormiit","April","2012",-3.2
"Maximum temperature","Ittoqqortoormiit","April","2013",-0.8
"Maximum temperature","Ittoqqortoormiit","April","2014",3.1
"Maximum temperature","Ittoqqortoormiit","April","2015",5.9
"Maximum temperature","Ittoqqortoormiit","April","2016",4.0
"Maximum temperature","Ittoqqortoormiit","April","2017",8.1
"Maximum temperature","Ittoqqortoormiit","April","2018",0.5
"Maximum temperature","Ittoqqortoormiit","April","2019",5.7
"Maximum temperature","Ittoqqortoormiit","April","2020",10.8
"Maximum temperature","Ittoqqortoormiit","April","2021",4.6
"Maximum temperature","Ittoqqortoormiit","May","1993",...
"Maximum temperature","Ittoqqortoormiit","May","1994",1.0
"Maximum temperature","Ittoqqortoormiit","May","1995",6.9
"Maximum temperature","Ittoqqortoormiit","May","1996",4.5
"Maximum temperature","Ittoqqortoormiit","May","1997",2.7
"Maximum temperature","Ittoqqortoormiit","May","1998",1.7
"Maximum temperature","Ittoqqortoormiit","May","1999",2.0
"Maximum temperature","Ittoqqortoormiit","May","2000",1.7
"Maximum temperature","Ittoqqortoormiit","May","2001",1.7
"Maximum temperature","Ittoqqortoormiit","May","2002",1.4
"Maximum temperature","Ittoqqortoormiit","May","2003",5.8
"Maximum temperature","Ittoqqortoormiit","May","2004",...
"Maximum temperature","Ittoqqortoormiit","May","2005",...
"Maximum temperature","Ittoqqortoormiit","May","2006",6.9
"Maximum temperature","Ittoqqortoormiit","May","2007",1.9
"Maximum temperature","Ittoqqortoormiit","May","2008",7.4
"Maximum temperature","Ittoqqortoormiit","May","2009",8.1
"Maximum temperature","Ittoqqortoormiit","May","2010",6.6
"Maximum temperature","Ittoqqortoormiit","May","2011",7.3
"Maximum temperature","Ittoqqortoormiit","May","2012",8.7
"Maximum temperature","Ittoqqortoormiit","May","2013",8.7
"Maximum temperature","Ittoqqortoormiit","May","2014",5.1
"Maximum temperature","Ittoqqortoormiit","May","2015",4.9
"Maximum temperature","Ittoqqortoormiit","May","2016",8.9
"Maximum temperature","Ittoqqortoormiit","May","2017",15.8
"Maximum temperature","Ittoqqortoormiit","May","2018",5.7
"Maximum temperature","Ittoqqortoormiit","May","2019",4.7
"Maximum temperature","Ittoqqortoormiit","May","2020",7.2
"Maximum temperature","Ittoqqortoormiit","May","2021",6.6
"Maximum temperature","Ittoqqortoormiit","June","1993",...
"Maximum temperature","Ittoqqortoormiit","June","1994",5.8
"Maximum temperature","Ittoqqortoormiit","June","1995",15.9
"Maximum temperature","Ittoqqortoormiit","June","1996",9.5
"Maximum temperature","Ittoqqortoormiit","June","1997",8.4
"Maximum temperature","Ittoqqortoormiit","June","1998",8.4
"Maximum temperature","Ittoqqortoormiit","June","1999",8.1
"Maximum temperature","Ittoqqortoormiit","June","2000",6.0
"Maximum temperature","Ittoqqortoormiit","June","2001",9.1
