"measuring","weather station","month","time","Air temperature"
"Maximum temperature","Ittoqqortoormiit","June","2002",7.8
"Maximum temperature","Ittoqqortoormiit","June","2003",11.2
"Maximum temperature","Ittoqqortoormiit","June","2004",...
"Maximum temperature","Ittoqqortoormiit","June","2005",...
"Maximum temperature","Ittoqqortoormiit","June","2006",11.0
"Maximum temperature","Ittoqqortoormiit","June","2007",11.1
"Maximum temperature","Ittoqqortoormiit","June","2008",12.1
"Maximum temperature","Ittoqqortoormiit","June","2009",10.9
"Maximum temperature","Ittoqqortoormiit","June","2010",12.1
"Maximum temperature","Ittoqqortoormiit","June","2011",11.3
"Maximum temperature","Ittoqqortoormiit","June","2012",15.0
"Maximum temperature","Ittoqqortoormiit","June","2013",13.8
"Maximum temperature","Ittoqqortoormiit","June","2014",13.5
"Maximum temperature","Ittoqqortoormiit","June","2015",14.7
"Maximum temperature","Ittoqqortoormiit","June","2016",12.2
"Maximum temperature","Ittoqqortoormiit","June","2017",22.4
"Maximum temperature","Ittoqqortoormiit","June","2018",10.5
"Maximum temperature","Ittoqqortoormiit","June","2019",18.6
"Maximum temperature","Ittoqqortoormiit","June","2020",15.7
"Maximum temperature","Ittoqqortoormiit","June","2021",17.6
"Maximum temperature","Ittoqqortoormiit","July","1993",...
"Maximum temperature","Ittoqqortoormiit","July","1994",8.8
"Maximum temperature","Ittoqqortoormiit","July","1995",17.5
"Maximum temperature","Ittoqqortoormiit","July","1996",12.6
"Maximum temperature","Ittoqqortoormiit","July","1997",7.4
"Maximum temperature","Ittoqqortoormiit","July","1998",10.2
"Maximum temperature","Ittoqqortoormiit","July","1999",11.0
"Maximum temperature","Ittoqqortoormiit","July","2000",10.5
"Maximum temperature","Ittoqqortoormiit","July","2001",10.7
"Maximum temperature","Ittoqqortoormiit","July","2002",9.3
"Maximum temperature","Ittoqqortoormiit","July","2003",14.5
"Maximum temperature","Ittoqqortoormiit","July","2004",...
"Maximum temperature","Ittoqqortoormiit","July","2005",...
"Maximum temperature","Ittoqqortoormiit","July","2006",18.5
"Maximum temperature","Ittoqqortoormiit","July","2007",11.9
"Maximum temperature","Ittoqqortoormiit","July","2008",15.7
"Maximum temperature","Ittoqqortoormiit","July","2009",15.5
"Maximum temperature","Ittoqqortoormiit","July","2010",...
"Maximum temperature","Ittoqqortoormiit","July","2011",14.8
"Maximum temperature","Ittoqqortoormiit","July","2012",17.2
"Maximum temperature","Ittoqqortoormiit","July","2013",20.1
"Maximum temperature","Ittoqqortoormiit","July","2014",17.1
"Maximum temperature","Ittoqqortoormiit","July","2015",13.7
"Maximum temperature","Ittoqqortoormiit","July","2016",16.8
"Maximum temperature","Ittoqqortoormiit","July","2017",22.7
"Maximum temperature","Ittoqqortoormiit","July","2018",15.2
"Maximum temperature","Ittoqqortoormiit","July","2019",18.0
"Maximum temperature","Ittoqqortoormiit","July","2020",16.2
"Maximum temperature","Ittoqqortoormiit","July","2021",22.3
"Maximum temperature","Ittoqqortoormiit","August","1993",...
"Maximum temperature","Ittoqqortoormiit","August","1994",9.5
"Maximum temperature","Ittoqqortoormiit","August","1995",15.0
"Maximum temperature","Ittoqqortoormiit","August","1996",7.4
"Maximum temperature","Ittoqqortoormiit","August","1997",12.1
"Maximum temperature","Ittoqqortoormiit","August","1998",7.9
"Maximum temperature","Ittoqqortoormiit","August","1999",8.1
"Maximum temperature","Ittoqqortoormiit","August","2000",8.3
"Maximum temperature","Ittoqqortoormiit","August","2001",9.7
"Maximum temperature","Ittoqqortoormiit","August","2002",8.3
"Maximum temperature","Ittoqqortoormiit","August","2003",15.2
"Maximum temperature","Ittoqqortoormiit","August","2004",...
"Maximum temperature","Ittoqqortoormiit","August","2005",...
"Maximum temperature","Ittoqqortoormiit","August","2006",16.0
"Maximum temperature","Ittoqqortoormiit","August","2007",9.8
"Maximum temperature","Ittoqqortoormiit","August","2008",13.7
"Maximum temperature","Ittoqqortoormiit","August","2009",10.4
"Maximum temperature","Ittoqqortoormiit","August","2010",14.6
"Maximum temperature","Ittoqqortoormiit","August","2011",15.8
"Maximum temperature","Ittoqqortoormiit","August","2012",17.3
"Maximum temperature","Ittoqqortoormiit","August","2013",17.1
"Maximum temperature","Ittoqqortoormiit","August","2014",16.0
"Maximum temperature","Ittoqqortoormiit","August","2015",10.7
"Maximum temperature","Ittoqqortoormiit","August","2016",18.7
"Maximum temperature","Ittoqqortoormiit","August","2017",20.9
"Maximum temperature","Ittoqqortoormiit","August","2018",15.2
"Maximum temperature","Ittoqqortoormiit","August","2019",16.2
"Maximum temperature","Ittoqqortoormiit","August","2020",16.5
"Maximum temperature","Ittoqqortoormiit","August","2021",19.3
"Maximum temperature","Ittoqqortoormiit","September","1993",2.6
"Maximum temperature","Ittoqqortoormiit","September","1994",6.2
"Maximum temperature","Ittoqqortoormiit","September","1995",8.5
"Maximum temperature","Ittoqqortoormiit","September","1996",6.0
"Maximum temperature","Ittoqqortoormiit","September","1997",5.9
"Maximum temperature","Ittoqqortoormiit","September","1998",5.4
"Maximum temperature","Ittoqqortoormiit","September","1999",3.8
"Maximum temperature","Ittoqqortoormiit","September","2000",4.0
"Maximum temperature","Ittoqqortoormiit","September","2001",5.4
"Maximum temperature","Ittoqqortoormiit","September","2002",5.5
"Maximum temperature","Ittoqqortoormiit","September","2003",9.2
"Maximum temperature","Ittoqqortoormiit","September","2004",...
"Maximum temperature","Ittoqqortoormiit","September","2005",...
"Maximum temperature","Ittoqqortoormiit","September","2006",9.9
"Maximum temperature","Ittoqqortoormiit","September","2007",3.6
"Maximum temperature","Ittoqqortoormiit","September","2008",9.0
"Maximum temperature","Ittoqqortoormiit","September","2009",...
"Maximum temperature","Ittoqqortoormiit","September","2010",10.4
"Maximum temperature","Ittoqqortoormiit","September","2011",...
"Maximum temperature","Ittoqqortoormiit","September","2012",7.8
"Maximum temperature","Ittoqqortoormiit","September","2013",11.8
"Maximum temperature","Ittoqqortoormiit","September","2014",9.3
"Maximum temperature","Ittoqqortoormiit","September","2015",8.2
"Maximum temperature","Ittoqqortoormiit","September","2016",10.5
"Maximum temperature","Ittoqqortoormiit","September","2017",13.7
"Maximum temperature","Ittoqqortoormiit","September","2018",9.3
"Maximum temperature","Ittoqqortoormiit","September","2019",10.3
"Maximum temperature","Ittoqqortoormiit","September","2020",7.1
"Maximum temperature","Ittoqqortoormiit","September","2021",10.6
"Maximum temperature","Ittoqqortoormiit","October","1993",-4.3
"Maximum temperature","Ittoqqortoormiit","October","1994",0.7
"Maximum temperature","Ittoqqortoormiit","October","1995",9.7
"Maximum temperature","Ittoqqortoormiit","October","1996",1.4
"Maximum temperature","Ittoqqortoormiit","October","1997",1.2
"Maximum temperature","Ittoqqortoormiit","October","1998",0.2
"Maximum temperature","Ittoqqortoormiit","October","1999",1.1
"Maximum temperature","Ittoqqortoormiit","October","2000",0.1
"Maximum temperature","Ittoqqortoormiit","October","2001",4.5
"Maximum temperature","Ittoqqortoormiit","October","2002",0.8
"Maximum temperature","Ittoqqortoormiit","October","2003",4.6
"Maximum temperature","Ittoqqortoormiit","October","2004",...
"Maximum temperature","Ittoqqortoormiit","October","2005",...
"Maximum temperature","Ittoqqortoormiit","October","2006",3.5
"Maximum temperature","Ittoqqortoormiit","October","2007",0.1
"Maximum temperature","Ittoqqortoormiit","October","2008",7.9
"Maximum temperature","Ittoqqortoormiit","October","2009",6.8
"Maximum temperature","Ittoqqortoormiit","October","2010",4.1
"Maximum temperature","Ittoqqortoormiit","October","2011",1.1
"Maximum temperature","Ittoqqortoormiit","October","2012",5.2
"Maximum temperature","Ittoqqortoormiit","October","2013",-0.6
"Maximum temperature","Ittoqqortoormiit","October","2014",1.7
"Maximum temperature","Ittoqqortoormiit","October","2015",2.7
"Maximum temperature","Ittoqqortoormiit","October","2016",3.2
"Maximum temperature","Ittoqqortoormiit","October","2017",10.8
"Maximum temperature","Ittoqqortoormiit","October","2018",1.8
"Maximum temperature","Ittoqqortoormiit","October","2019",3.4
"Maximum temperature","Ittoqqortoormiit","October","2020",4.9
"Maximum temperature","Ittoqqortoormiit","October","2021",3.8
"Maximum temperature","Ittoqqortoormiit","November","1993",-4.0
"Maximum temperature","Ittoqqortoormiit","November","1994",3.3
"Maximum temperature","Ittoqqortoormiit","November","1995",2.8
"Maximum temperature","Ittoqqortoormiit","November","1996",-1.6
"Maximum temperature","Ittoqqortoormiit","November","1997",-3.4
"Maximum temperature","Ittoqqortoormiit","November","1998",0.6
"Maximum temperature","Ittoqqortoormiit","November","1999",-1.3
"Maximum temperature","Ittoqqortoormiit","November","2000",-3.9
"Maximum temperature","Ittoqqortoormiit","November","2001",-4.4
"Maximum temperature","Ittoqqortoormiit","November","2002",-2.9
"Maximum temperature","Ittoqqortoormiit","November","2003",1.3
"Maximum temperature","Ittoqqortoormiit","November","2004",...
"Maximum temperature","Ittoqqortoormiit","November","2005",...
"Maximum temperature","Ittoqqortoormiit","November","2006",-1.2
"Maximum temperature","Ittoqqortoormiit","November","2007",-4.5
"Maximum temperature","Ittoqqortoormiit","November","2008",3.1
"Maximum temperature","Ittoqqortoormiit","November","2009",0.6
"Maximum temperature","Ittoqqortoormiit","November","2010",3.9
"Maximum temperature","Ittoqqortoormiit","November","2011",1.1
"Maximum temperature","Ittoqqortoormiit","November","2012",-1.2
"Maximum temperature","Ittoqqortoormiit","November","2013",-0.7
"Maximum temperature","Ittoqqortoormiit","November","2014",2.7
"Maximum temperature","Ittoqqortoormiit","November","2015",6.5
"Maximum temperature","Ittoqqortoormiit","November","2016",4.2
"Maximum temperature","Ittoqqortoormiit","November","2017",12.5
"Maximum temperature","Ittoqqortoormiit","November","2018",1.4
"Maximum temperature","Ittoqqortoormiit","November","2019",-2.9
"Maximum temperature","Ittoqqortoormiit","November","2020",3.2
"Maximum temperature","Ittoqqortoormiit","November","2021",..
"Maximum temperature","Ittoqqortoormiit","December","1993",-10.9
"Maximum temperature","Ittoqqortoormiit","December","1994",-5.8
"Maximum temperature","Ittoqqortoormiit","December","1995",3.7
"Maximum temperature","Ittoqqortoormiit","December","1996",-4.6
"Maximum temperature","Ittoqqortoormiit","December","1997",-1.3
"Maximum temperature","Ittoqqortoormiit","December","1998",6.0
"Maximum temperature","Ittoqqortoormiit","December","1999",-2.1
"Maximum temperature","Ittoqqortoormiit","December","2000",-3.2
"Maximum temperature","Ittoqqortoormiit","December","2001",1.7
"Maximum temperature","Ittoqqortoormiit","December","2002",-4.6
"Maximum temperature","Ittoqqortoormiit","December","2003",1.8
"Maximum temperature","Ittoqqortoormiit","December","2004",...
"Maximum temperature","Ittoqqortoormiit","December","2005",...
"Maximum temperature","Ittoqqortoormiit","December","2006",-0.9
"Maximum temperature","Ittoqqortoormiit","December","2007",-2.5
"Maximum temperature","Ittoqqortoormiit","December","2008",2.9
"Maximum temperature","Ittoqqortoormiit","December","2009",5.4
"Maximum temperature","Ittoqqortoormiit","December","2010",4.5
"Maximum temperature","Ittoqqortoormiit","December","2011",-4.5
"Maximum temperature","Ittoqqortoormiit","December","2012",-4.4
"Maximum temperature","Ittoqqortoormiit","December","2013",1.8
"Maximum temperature","Ittoqqortoormiit","December","2014",-0.4
"Maximum temperature","Ittoqqortoormiit","December","2015",0.6
"Maximum temperature","Ittoqqortoormiit","December","2016",-0.3
"Maximum temperature","Ittoqqortoormiit","December","2017",7.7
"Maximum temperature","Ittoqqortoormiit","December","2018",-0.3
"Maximum temperature","Ittoqqortoormiit","December","2019",-1.1
"Maximum temperature","Ittoqqortoormiit","December","2020",0.2
"Maximum temperature","Ittoqqortoormiit","December","2021",0.0
"Minimum temperature","Nanortalik","January","1993",-11.5
"Minimum temperature","Nanortalik","January","1994",-11.4
"Minimum temperature","Nanortalik","January","1995",-14.9
"Minimum temperature","Nanortalik","January","1996",-11.1
"Minimum temperature","Nanortalik","January","1997",-11.2
"Minimum temperature","Nanortalik","January","1998",-5.2
"Minimum temperature","Nanortalik","January","1999",-12.1
"Minimum temperature","Nanortalik","January","2000",-11.5
"Minimum temperature","Nanortalik","January","2001",-9.7
"Minimum temperature","Nanortalik","January","2002",...
"Minimum temperature","Nanortalik","January","2003",-6.4
"Minimum temperature","Nanortalik","January","2004",...
"Minimum temperature","Nanortalik","January","2005",...
"Minimum temperature","Nanortalik","January","2006",-11.2
"Minimum temperature","Nanortalik","January","2007",-10.8
"Minimum temperature","Nanortalik","January","2008",-14.0
"Minimum temperature","Nanortalik","January","2009",-15.3
"Minimum temperature","Nanortalik","January","2010",-5.6
"Minimum temperature","Nanortalik","January","2011",-7.6
"Minimum temperature","Nanortalik","January","2012",-11.5
"Minimum temperature","Nanortalik","January","2013",-9.1
"Minimum temperature","Nanortalik","January","2014",-9.6
"Minimum temperature","Nanortalik","January","2015",-11.1
"Minimum temperature","Nanortalik","January","2016",-13.6
"Minimum temperature","Nanortalik","January","2017",-11.0
"Minimum temperature","Nanortalik","January","2018",-11.3
"Minimum temperature","Nanortalik","January","2019",-8.5
"Minimum temperature","Nanortalik","January","2020",-12.4
"Minimum temperature","Nanortalik","January","2021",-7.0
"Minimum temperature","Nanortalik","February","1993",-9.5
"Minimum temperature","Nanortalik","February","1994",-13.2
"Minimum temperature","Nanortalik","February","1995",-12.0
"Minimum temperature","Nanortalik","February","1996",-10.0
"Minimum temperature","Nanortalik","February","1997",...
"Minimum temperature","Nanortalik","February","1998",-11.9
"Minimum temperature","Nanortalik","February","1999",-10.6
"Minimum temperature","Nanortalik","February","2000",-14.0
"Minimum temperature","Nanortalik","February","2001",-10.5
"Minimum temperature","Nanortalik","February","2002",...
"Minimum temperature","Nanortalik","February","2003",-9.6
"Minimum temperature","Nanortalik","February","2004",...
"Minimum temperature","Nanortalik","February","2005",...
"Minimum temperature","Nanortalik","February","2006",-7.8
"Minimum temperature","Nanortalik","February","2007",-9.1
"Minimum temperature","Nanortalik","February","2008",-16.7
"Minimum temperature","Nanortalik","February","2009",-10.8
"Minimum temperature","Nanortalik","February","2010",-5.6
"Minimum temperature","Nanortalik","February","2011",-9.6
"Minimum temperature","Nanortalik","February","2012",-10.8
"Minimum temperature","Nanortalik","February","2013",-7.2
"Minimum temperature","Nanortalik","February","2014",-9.3
"Minimum temperature","Nanortalik","February","2015",-12.3
"Minimum temperature","Nanortalik","February","2016",-9.3
"Minimum temperature","Nanortalik","February","2017",-11.8
"Minimum temperature","Nanortalik","February","2018",-15.3
"Minimum temperature","Nanortalik","February","2019",-8.2
"Minimum temperature","Nanortalik","February","2020",-11.3
"Minimum temperature","Nanortalik","February","2021",-9.0
"Minimum temperature","Nanortalik","March","1993",-10.5
"Minimum temperature","Nanortalik","March","1994",-12.0
"Minimum temperature","Nanortalik","March","1995",-14.1
"Minimum temperature","Nanortalik","March","1996",-10.0
"Minimum temperature","Nanortalik","March","1997",...
"Minimum temperature","Nanortalik","March","1998",-7.3
"Minimum temperature","Nanortalik","March","1999",...
"Minimum temperature","Nanortalik","March","2000",-11.6
"Minimum temperature","Nanortalik","March","2001",-6.5
"Minimum temperature","Nanortalik","March","2002",...
"Minimum temperature","Nanortalik","March","2003",-11.0
"Minimum temperature","Nanortalik","March","2004",...
"Minimum temperature","Nanortalik","March","2005",...
"Minimum temperature","Nanortalik","March","2006",-7.5
"Minimum temperature","Nanortalik","March","2007",-10.7
"Minimum temperature","Nanortalik","March","2008",-14.2
"Minimum temperature","Nanortalik","March","2009",-12.1
"Minimum temperature","Nanortalik","March","2010",-10.4
"Minimum temperature","Nanortalik","March","2011",-15.8
"Minimum temperature","Nanortalik","March","2012",-15.3
"Minimum temperature","Nanortalik","March","2013",-7.6
"Minimum temperature","Nanortalik","March","2014",-9.3
"Minimum temperature","Nanortalik","March","2015",-13.9
"Minimum temperature","Nanortalik","March","2016",-9.2
"Minimum temperature","Nanortalik","March","2017",-8.3
"Minimum temperature","Nanortalik","March","2018",...
"Minimum temperature","Nanortalik","March","2019",-10.9
"Minimum temperature","Nanortalik","March","2020",-9.9
"Minimum temperature","Nanortalik","March","2021",-15.6
"Minimum temperature","Nanortalik","April","1993",-4.4
"Minimum temperature","Nanortalik","April","1994",-8.3
"Minimum temperature","Nanortalik","April","1995",-5.2
"Minimum temperature","Nanortalik","April","1996",-23.0
"Minimum temperature","Nanortalik","April","1997",-1.0
"Minimum temperature","Nanortalik","April","1998",-0.5
"Minimum temperature","Nanortalik","April","1999",...
"Minimum temperature","Nanortalik","April","2000",-3.2
"Minimum temperature","Nanortalik","April","2001",-3.0
